
  ******************************************  
  *           Fortran 77 Code              *  
  *         Spherical H.O. basis            *  
  * Dirac-Hartree-Bogoliubov calculation   *  
  *        with density-dependent          *  
  * meson-exchange or point coupling force *  
  *          and separable pairing         *  
  * -------------------------------------- *  
  *      Niksic, Paar, Vretenar, Ring      *  
  *          18/ 4/2026/01:31:26           *
  *       Hg 196  N = 116  Z =  80
  ******************************************  
  ****** BEGIN READER *******************************
 Number of oscillator shells :    18   20
 Initialization inin,inink   :     0    0
 Nucleus: Hg 196   116  80
 Initial Gap Parameters      :     1.0000    1.0000
 Parameter set               :    DD-PC1    
  ****** END READER *********************************
  ****** BEGIN FORCES *******************************

 NEDF Parameters: DD-PC1    
           scasca    scavec    vecsca    vecvec
 GG   =   1.000000  1.000000  1.000000  1.000000
 DD   =  -0.814900  0.000000  0.000000  0.000000
  
 Density dependence parameters:
           scasca    scavec    vecsca    vecvec
 a    = -10.046200  5.919500  0.000000  0.000000
 b    =  -9.150400  8.863700  0.000000  1.836000
 c    =  -6.427300  0.000000  0.000000  0.000000
 d    =   1.372400  0.658400  0.000000  0.640300
 dsat =   0.152000
  
 TMR pairing: Tian,Ma,Ring, PRB 676, 44 (2009)
 TMR pairing strength    gl =:  -728.00000 [MeV*fm^3]
 TMR pairing width        a =:     0.64420 [fm]
  ****** END FORCES *********************************
  ****** BEGIN PREP *********************************
  
 hom =                            7.058274
 hb0 =                           20.734000
 b0  =                            2.423859
 with Coulomb force
 With microscopic c.m. correction
  ****** END PREP ***********************************
  potentials read from tape dirhb.wel
  ****** BEGIN ITER *********************************
  1.It. si =    0.0000000  E/A =    0.0000 R =    0.0000  mix = 0.50
  2.It. si =    2.7436751  E/A =   -7.8720 R =    5.4795  mix = 0.50
  3.It. si =    1.1334002  E/A =   -7.8716 R =    5.4804  mix = 0.50
  4.It. si =    0.4867739  E/A =   -7.8712 R =    5.4817  mix = 0.50
  5.It. si =    0.7749623  E/A =   -7.8709 R =    5.4829  mix = 0.50
  6.It. si =    0.3831157  E/A =   -7.8706 R =    5.4841  mix = 0.50
  7.It. si =    0.0351493  E/A =   -7.8703 R =    5.4848  mix = 0.50
  8.It. si =    0.0655240  E/A =   -7.8703 R =    5.4846  mix = 0.50
  9.It. si =    0.0520179  E/A =   -7.8702 R =    5.4847  mix = 0.50
 10.It. si =    0.0570509  E/A =   -7.8702 R =    5.4847  mix = 0.50
 11.It. si =    0.0128286  E/A =   -7.8701 R =    5.4847  mix = 0.50
 12.It. si =    0.0020889  E/A =   -7.8701 R =    5.4848  mix = 0.50
 13.It. si =    0.0029000  E/A =   -7.8701 R =    5.4848  mix = 0.50
 14.It. si =    0.0028779  E/A =   -7.8701 R =    5.4848  mix = 0.50
 15.It. si =    0.0007229  E/A =   -7.8701 R =    5.4848  mix = 0.50
 16.It. si =    0.0006269  E/A =   -7.8701 R =    5.4848  mix = 0.50
 17.It. si =    0.0001003  E/A =   -7.8701 R =    5.4848  mix = 0.50
 18.It. si =    0.0000226  E/A =   -7.8701 R =    5.4848  mix = 0.50
 19.It. si =    0.0000019  E/A =   -7.8701 R =    5.4848  mix = 0.50
 20.It. si =    0.0000019  E/A =   -7.8701 R =    5.4848  mix = 0.50
 ********************************************************************
 Hg 196: Iteration converged after  20 steps   si =      0.0000005692
 ********************************************************************
  ****** END ITER ***********************************
  ****** BEGIN CANON ********************************
 single-particle energies and gaps  in the canonical basis: Neutron:
 ------------------------------------------------------------------
    j pi     (nr,l,j)  smax       Ecan       vvcan       decan
 j = 1/2+  (   s 1/2)  0.85    -61.1063      0.9997      1.9064
 j = 1/2+  (   s 1/2)  0.84    -41.9140      0.9993      1.8513
 j = 1/2+  (   s 1/2)  0.96    -17.8937      0.9937      1.5659
 j = 1/2+  (   s 1/2)  0.95      4.2457      0.0009      0.7373
 j = 1/2+  (   s 1/2)  0.72     10.8916      0.0000      0.0052
 j = 1/2+  (   s 1/2)  0.92     21.6087      0.0001      0.4302
 j = 1/2+  (   s 1/2)  0.55     33.7002      0.0000      0.0188
 j = 1/2+  (   s 1/2)  0.82     39.1886      0.0000      0.2665
 j = 1/2+  (   s 1/2)  0.65     53.1839      0.0000      0.1441
 j = 1/2+  (   s 1/2)  0.74     84.5133      0.0000      0.0753
 j = 1/2-  (   p 1/2)  0.98    -55.0462      0.9997      1.7542
 j = 1/2-  (   p 1/2)  0.97    -31.0238      0.9987      1.6694
 j = 1/2-  (   p 1/2)  0.98     -7.1392      0.1927      1.2723
 j = 1/2-  (   p 1/2)  0.94     13.3257      0.0003      0.6843
 j = 1/2-  (   p 1/2)  0.75     14.9702      0.0000      0.0067
 j = 1/2-  (   p 1/2)  0.87     29.0427      0.0000      0.4090
 j = 1/2-  (   p 1/2)  0.79     45.8093      0.0000      0.0355
 j = 1/2-  (   p 1/2)  0.73     46.4505      0.0000      0.2533
 j = 1/2-  (   p 1/2)  0.57     65.7383      0.0000      0.1448
 j = 3/2+  (   d 3/2)  0.99    -46.0571      0.9996      1.5640
 j = 3/2+  (   d 3/2)  0.98    -19.6984      0.9956      1.5396
 j = 3/2+  (   d 3/2)  0.96      3.2518      0.0016      0.9094
 j = 3/2+  (   d 3/2)  0.69      9.6779      0.0000      0.0059
 j = 3/2+  (   d 3/2)  0.88     23.1883      0.0001      0.5552
 j = 3/2+  (   d 3/2)  0.61     31.9896      0.0000      0.0184
 j = 3/2+  (   d 3/2)  0.70     41.4547      0.0000      0.3494
 j = 3/2+  (   d 3/2)  0.60     61.6357      0.0000      0.2065
 j = 3/2+  (   d 3/2)  0.79     74.9685      0.0000      0.0902
 j = 3/2-  (   p 3/2)  0.97    -55.2541      0.9997      1.7599
 j = 3/2-  (   p 3/2)  0.96    -31.4854      0.9987      1.6871
 j = 3/2-  (   p 3/2)  0.97     -7.4673      0.2652      1.2464
 j = 3/2-  (   p 3/2)  0.94     13.2280      0.0003      0.6941
 j = 3/2-  (   p 3/2)  0.75     15.0134      0.0000      0.0068
 j = 3/2-  (   p 3/2)  0.87     28.9929      0.0000      0.4047
 j = 3/2-  (   p 3/2)  0.79     45.8233      0.0000      0.0355
 j = 3/2-  (   p 3/2)  0.73     46.2303      0.0000      0.2531
 j = 3/2-  (   p 3/2)  0.57     65.7559      0.0000      0.1451
 j = 5/2+  (   d 5/2)  0.98    -47.0767      0.9996      1.5870
 j = 5/2+  (   d 5/2)  0.98    -21.2197      0.9965      1.5552
 j = 5/2+  (   d 5/2)  0.96      2.7100      0.0016      0.8808
 j = 5/2+  (   d 5/2)  0.69      9.7066      0.0000      0.0059
 j = 5/2+  (   d 5/2)  0.88     23.3054      0.0001      0.5581
 j = 5/2+  (   d 5/2)  0.61     31.9187      0.0000      0.0184
 j = 5/2+  (   d 5/2)  0.70     41.2388      0.0000      0.3451
 j = 5/2+  (   d 5/2)  0.60     61.7499      0.0000      0.2070
 j = 5/2+  (   d 5/2)  0.79     74.6973      0.0000      0.0898
 j = 5/2-  (   f 5/2)  0.98    -36.0931      0.9993      1.4904
